Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,9787273.393,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,9795623.429,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,9803973.464,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,9812323.5,15/12/2167
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,9820673.536,13/10/2166
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,9829023.571,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,9837373.607,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,9845723.643,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,9854073.679,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,9862423.714,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,9870773.75,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,9879123.786,15/12/2168
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,9887473.821,13/10/2167
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,9895823.857,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,9904173.893,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,9912523.929,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,9920873.964,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,9929224,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,9937574.036,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,9945924.071,15/12/2169
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,9954274.107,13/10/2168
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,9962624.143,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,9970974.179,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,9979324.214,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,9987674.25,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,9996024.286,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,10004374.32,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,10012724.36,15/12/2170
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,10021074.39,13/10/2169
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10029424.43,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10037774.46,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10046124.5,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,10054474.54,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,10062824.57,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,10071174.61,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,10079524.64,15/12/2171
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,10087874.68,13/10/2170
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10096224.71,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10104574.75,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10112924.79,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,10121274.82,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,10129624.86,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,10137974.89,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,10146324.93,15/12/2172
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,10154674.96,13/10/2171
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10163025,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10171375.04,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10179725.07,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,10188075.11,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,10196425.14,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,10204775.18,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,10213125.21,15/12/2173
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,10221475.25,13/10/2172
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10229825.29,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10238175.32,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10246525.36,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,10254875.39,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,10263225.43,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,10271575.46,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,10279925.5,15/12/2174
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,10288275.54,13/10/2173
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10296625.57,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10304975.61,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10313325.64,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,10321675.68,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,10330025.71,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,10338375.75,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,10346725.79,15/12/2175
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,10355075.82,13/10/2174
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10363425.86,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10371775.89,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10380125.93,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,10388475.96,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,10396826,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,10405176.04,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,10413526.07,15/12/2176
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,10421876.11,13/10/2175
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10430226.14,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10438576.18,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10446926.21,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,10455276.25,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,10463626.29,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,10471976.32,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,10480326.36,15/12/2177
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,10488676.39,13/10/2176
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10497026.43,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10505376.46,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10513726.5,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,10522076.54,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,10530426.57,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,10538776.61,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,10547126.64,15/12/2178
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,10555476.68,13/10/2177
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10563826.71,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10572176.75,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10580526.79,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,10588876.82,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,10597226.86,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,10605576.89,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,10613926.93,15/12/2179
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,10622276.96,13/10/2178
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10630627,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10638977.04,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10647327.07,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,10655677.11,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,10664027.14,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,10672377.18,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,10680727.21,15/12/2180
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,10689077.25,13/10/2179
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10697427.29,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10705777.32,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10714127.36,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,10722477.39,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,10730827.43,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,10739177.46,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,10747527.5,15/12/2181
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,10755877.54,13/10/2180
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10764227.57,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10772577.61,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10780927.64,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,10789277.68,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,10797627.71,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,10805977.75,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,10814327.79,15/12/2182
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,10822677.82,13/10/2181
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10831027.86,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10839377.89,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10847727.93,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,10856077.96,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,10864428,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,10872778.04,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,10881128.07,15/12/2183
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,10889478.11,13/10/2182
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10897828.14,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10906178.18,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10914528.21,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,10922878.25,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,10931228.29,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,10939578.32,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,10947928.36,15/12/2184
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,10956278.39,13/10/2183
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,10964628.43,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,10972978.46,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,10981328.5,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,10989678.54,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,10998028.57,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,11006378.61,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,11014728.64,15/12/2185
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,11023078.68,13/10/2184
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11031428.71,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11039778.75,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11048128.79,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,11056478.82,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,11064828.86,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,11073178.89,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,11081528.93,15/12/2186
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,11089878.96,13/10/2185
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11098229,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11106579.04,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11114929.07,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,11123279.11,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,11131629.14,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,11139979.18,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,11148329.21,15/12/2187
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,11156679.25,13/10/2186
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11165029.29,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11173379.32,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11181729.36,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,11190079.39,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,11198429.43,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,11206779.46,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,11215129.5,15/12/2188
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,11223479.54,13/10/2187
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11231829.57,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11240179.61,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11248529.64,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,11256879.68,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,11265229.71,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,11273579.75,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,11281929.79,15/12/2189
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,11290279.82,13/10/2188
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11298629.86,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11306979.89,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11315329.93,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,11323679.96,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,11332030,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,11340380.04,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,11348730.07,15/12/2190
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,11357080.11,13/10/2189
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11365430.14,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11373780.18,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11382130.21,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,11390480.25,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,11398830.29,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,11407180.32,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,11415530.36,15/12/2191
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,11423880.39,13/10/2190
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11432230.43,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11440580.46,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11448930.5,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,11457280.54,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,11465630.57,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,11473980.61,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,11482330.64,15/12/2192
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,11490680.68,13/10/2191
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11499030.71,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11507380.75,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11515730.79,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,11524080.82,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,11532430.86,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,11540780.89,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,11549130.93,15/12/2193
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,11557480.96,13/10/2192
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11565831,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11574181.04,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11582531.07,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,11590881.11,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,11599231.14,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,11607581.18,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,11615931.21,15/12/2194
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,11624281.25,13/10/2193
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11632631.29,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11640981.32,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11649331.36,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,11657681.39,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,11666031.43,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,11674381.46,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,11682731.5,15/12/2195
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,11691081.54,13/10/2194
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11699431.57,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11707781.61,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11716131.64,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,11724481.68,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,11732831.71,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,11741181.75,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,11749531.79,15/12/2196
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,11757881.82,13/10/2195
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11766231.86,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11774581.89,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11782931.93,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,11791281.96,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,11799632,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,11807982.04,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,11816332.07,15/12/2197
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,11824682.11,13/10/2196
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11833032.14,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11841382.18,11/1/2020
Luis Oquendo,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11849732.21,11/2/2020
Francisco Tello,Latencia,SI,QUITO,Distrito 12,MEDIA,11858082.25,11/3/2020
Mercedes Benavides,Medicina,NO,ALANGASI,Distrito 10,ALTA,11866432.29,11/4/2020
Erick Sisalema,Escuela,NO,QUITO,Distrito 10,ALTA,11874782.32,11/5/2020
Pedro Carchi,Nomina,NO,QUITO,Distrito 12,BAJA,11883132.36,15/12/2198
Luis Oquendo,Factura,SI,ALANGASI,Distrito 10,ALTA,11891482.39,13/10/2197
Francisco Tello,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11899832.43,9/8/2020
Mercedes Benavides,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11908182.46,11/1/2020
Erick Sisalema,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11916532.5,11/2/2020
Pedro Carchi,Latencia,SI,QUITO,Distrito 12,MEDIA,11924882.54,11/3/2020
Luis Oquendo,Medicina,NO,ALANGASI,Distrito 10,ALTA,11933232.57,11/4/2020
Francisco Tello,Escuela,NO,QUITO,Distrito 10,ALTA,11941582.61,11/5/2020
Mercedes Benavides,Nomina,NO,QUITO,Distrito 12,BAJA,11949932.64,15/12/2199
Erick Sisalema,Factura,SI,ALANGASI,Distrito 10,ALTA,11958282.68,13/10/2198
Pedro Carchi,Servicios,NO,TUMBACO,Distrito 10,MEDIA,11966632.71,9/8/2020
Luis Oquendo,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,11974982.75,11/1/2020
Francisco Tello,Administracion,SI,CONOCOTO,Distrito 12,BAJA,11983332.79,11/2/2020
Mercedes Benavides,Latencia,SI,QUITO,Distrito 12,MEDIA,11991682.82,11/3/2020
Erick Sisalema,Medicina,NO,ALANGASI,Distrito 10,ALTA,12000032.86,11/4/2020
Pedro Carchi,Escuela,NO,QUITO,Distrito 10,ALTA,12008382.89,11/5/2020
Luis Oquendo,Nomina,NO,QUITO,Distrito 12,BAJA,12016732.93,15/12/2200
Francisco Tello,Factura,SI,ALANGASI,Distrito 10,ALTA,12025082.96,13/10/2199
Mercedes Benavides,Servicios,NO,TUMBACO,Distrito 10,MEDIA,12033433,9/8/2020
Erick Sisalema,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,12041783.04,11/1/2020
Pedro Carchi,Administracion,SI,CONOCOTO,Distrito 12,BAJA,12050133.07,11/2/2020
Luis Oquendo,Latencia,SI,QUITO,Distrito 12,MEDIA,12058483.11,11/3/2020
Francisco Tello,Medicina,NO,ALANGASI,Distrito 10,ALTA,12066833.14,11/4/2020
Mercedes Benavides,Escuela,NO,QUITO,Distrito 10,ALTA,12075183.18,11/5/2020
Erick Sisalema,Nomina,NO,QUITO,Distrito 12,BAJA,12083533.21,15/12/2201
Pedro Carchi,Factura,SI,ALANGASI,Distrito 10,ALTA,12091883.25,13/10/2200
Luis Oquendo,Servicios,NO,TUMBACO,Distrito 10,MEDIA,12100233.29,9/8/2020
Francisco Tello,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,12108583.32,11/1/2020
Mercedes Benavides,Administracion,SI,CONOCOTO,Distrito 12,BAJA,12116933.36,11/2/2020
Erick Sisalema,Latencia,SI,QUITO,Distrito 12,MEDIA,12125283.39,11/3/2020
Pedro Carchi,Medicina,NO,ALANGASI,Distrito 10,ALTA,12133633.43,11/4/2020
Luis Oquendo,Escuela,NO,QUITO,Distrito 10,ALTA,12141983.46,11/5/2020
Francisco Tello,Nomina,NO,QUITO,Distrito 12,BAJA,12150333.5,15/12/2202
Mercedes Benavides,Factura,SI,ALANGASI,Distrito 10,ALTA,12158683.54,13/10/2201
Erick Sisalema,Servicios,NO,TUMBACO,Distrito 10,MEDIA,12167033.57,9/8/2020
Pedro Carchi,Tesoreria,NO,TUMBACO,Distrito 10,BAJA,12175383.61,11/1/2020
